Column1;Column2;Column3
ADANA_ALADA–;ADANA_›MAMO–LU;5637990634
ADANA_ALADA–;ADANA_KOZAN;7089166492
ADANA_ALADA–;ADANA_SARI«AM;8243461536
ADANA_ALADA–;ADANA_CEYHAN;840837566
ADANA_ALADA–;ADANA_MERKEZ;9268553483
ADANA_ALADA–;ADANA_SEYHAN;9407035349
ADANA_ALADA–;OSMAN›YE_KAD›RL›;9431620273
ADANA_ALADA–;ADANA_Y‹RE–›R;9451227657
ADANA_ALADA–;ADANA_«UKUROVA;9827753048
ADANA_ALADA–;OSMAN›YE_SUMBAS;1043421442
ADANA_CEYHAN;ADANA_YUMURTALIK;3111024936
ADANA_CEYHAN;OSMAN›YE_TOPRAKKALE;3351448384
ADANA_CEYHAN;ADANA_›MAMO–LU;3782923624
ADANA_CEYHAN;OSMAN›YE_MERKEZ;4311261002
ADANA_CEYHAN;ADANA_SARI«AM;4634769513
ADANA_CEYHAN;ADANA_MERKEZ;485294464
ADANA_CEYHAN;ADANA_SEYHAN;4977399426
ADANA_CEYHAN;ADANA_Y‹RE–›R;5021591735
ADANA_CEYHAN;ADANA_«UKUROVA;5398117126
ADANA_CEYHAN;HATAY_D÷RTYOL;6051318675
ADANA_«UKUROVA;ADANA_SEYHAN;4207177
ADANA_«UKUROVA;ADANA_MERKEZ;559199566
ADANA_«UKUROVA;ADANA_Y‹RE–›R;72784666
ADANA_«UKUROVA;ADANA_SARI«AM;1584291512
ADANA_«UKUROVA;MERS›N_TARSUS;363782553
ADANA_«UKUROVA;ADANA_KARA›SALI;45736006
ADANA_«UKUROVA;ADANA_›MAMO–LU;5202301012
ADANA_«UKUROVA;ADANA_CEYHAN;5398117126
ADANA_«UKUROVA;ADANA_KARATAﬁ;5427383198
ADANA_«UKUROVA;MERS›N_AKDEN›Z;6254513895
ADANA_FEKE;ADANA_SA›MBEYL›;3334443542
ADANA_FEKE;ADANA_KOZAN;4611936507
ADANA_FEKE;ADANA_TUFANBEYL›;7179337411
ADANA_FEKE;ADANA_›MAMO–LU;7312130835
ADANA_FEKE;OSMAN›YE_KAD›RL›;8621319234
ADANA_FEKE;OSMAN›YE_SUMBAS;9623913384
ADANA_FEKE;KAYSER›_YAHYALI;1018783932
ADANA_FEKE;ADANA_SARI«AM;1093014034
ADANA_FEKE;ADANA_CEYHAN;1098229648
ADANA_FEKE;KAYSER›_SARIZ;1165541884
ADANA_›MAMO–LU;ADANA_KOZAN;2700194328
ADANA_›MAMO–LU;ADANA_SARI«AM;36180095
ADANA_›MAMO–LU;ADANA_CEYHAN;3782923624
ADANA_›MAMO–LU;ADANA_MERKEZ;4643101447
ADANA_›MAMO–LU;ADANA_SEYHAN;4781583313
ADANA_›MAMO–LU;ADANA_Y‹RE–›R;4825775621
ADANA_›MAMO–LU;OSMAN›YE_KAD›RL›;5042648109
ADANA_›MAMO–LU;ADANA_«UKUROVA;5202301012
ADANA_›MAMO–LU;ADANA_ALADA–;5637990634
ADANA_›MAMO–LU;OSMAN›YE_SUMBAS;6045242259
ADANA_KARA›SALI;ADANA_«UKUROVA;45736006
ADANA_KARA›SALI;ADANA_SEYHAN;4994318299
ADANA_KARA›SALI;ADANA_MERKEZ;5132800165
ADANA_KARA›SALI;ADANA_Y‹RE–›R;530144726
ADANA_KARA›SALI;ADANA_SARI«AM;6157892112
ADANA_KARA›SALI;MERS›N_TARSUS;6507510638
ADANA_KARA›SALI;MERS›N_«AMLIYAYLA;7337106472
ADANA_KARA›SALI;ADANA_POZANTI;825030125
ADANA_KARA›SALI;MERS›N_AKDEN›Z;9124199003
ADANA_KARA›SALI;MERS›N_MERKEZ;9279647268
ADANA_KARATAﬁ;ADANA_Y‹RE–›R;4699536538
ADANA_KARATAﬁ;ADANA_MERKEZ;4882210712
ADANA_KARATAﬁ;ADANA_SEYHAN;5006665499
ADANA_KARATAﬁ;ADANA_«UKUROVA;5427383198
ADANA_KARATAﬁ;ADANA_SARI«AM;5907302659
ADANA_KARATAﬁ;MERS›N_TARSUS;9065208728
ADANA_KARATAﬁ;ADANA_›MAMO–LU;9525312159
ADANA_KARATAﬁ;ADANA_CEYHAN;9721128273
ADANA_KARATAﬁ;ADANA_KARA›SALI;100009838
ADANA_KARATAﬁ;MERS›N_AKDEN›Z;1168189709
ADANA_KOZAN;ADANA_›MAMO–LU;2700194328
ADANA_KOZAN;OSMAN›YE_KAD›RL›;4009382727
ADANA_KOZAN;ADANA_FEKE;4611936507
ADANA_KOZAN;OSMAN›YE_SUMBAS;5011976877
ADANA_KOZAN;ADANA_SARI«AM;6318203828
ADANA_KOZAN;ADANA_CEYHAN;6370359977
ADANA_KOZAN;ADANA_ALADA–;7089166492
ADANA_KOZAN;ADANA_MERKEZ;7343295775
ADANA_KOZAN;ADANA_SEYHAN;7481777641
ADANA_KOZAN;ADANA_Y‹RE–›R;7525969949
ADANA_MERKEZ;ADANA_SEYHAN;138481866
ADANA_MERKEZ;ADANA_Y‹RE–›R;182674174
ADANA_MERKEZ;ADANA_«UKUROVA;559199566
ADANA_MERKEZ;ADANA_SARI«AM;1025091947
ADANA_MERKEZ;MERS›N_TARSUS;4197025095
ADANA_MERKEZ;ADANA_›MAMO–LU;4643101447
ADANA_MERKEZ;ADANA_CEYHAN;485294464
ADANA_MERKEZ;ADANA_KARATAﬁ;4882210712
ADANA_MERKEZ;ADANA_KARA›SALI;5132800165
ADANA_MERKEZ;MERS›N_AKDEN›Z;6813713461
ADANA_POZANTI;N›–DE_ULUKIﬁLA;4296081676
ADANA_POZANTI;N›–DE_«AMARDI;525233551
ADANA_POZANTI;MERS›N_«AMLIYAYLA;7758042051
ADANA_POZANTI;N›–DE_BOR;8075742328
ADANA_POZANTI;MERS›N_TARSUS;8122895417
ADANA_POZANTI;ADANA_KARA›SALI;825030125
ADANA_POZANTI;KONYA_ERE–L›;9101700019
ADANA_POZANTI;N›–DE_MERKEZ;9105216023
ADANA_POZANTI;N›–DE_ALTUNH›SAR;102689503
ADANA_POZANTI;MERS›N_AKDEN›Z;1073958378
ADANA_SA›MBEYL›;ADANA_FEKE;3334443542
ADANA_SA›MBEYL›;ADANA_TUFANBEYL›;3844893869
ADANA_SA›MBEYL›;ADANA_KOZAN;7925578089
ADANA_SA›MBEYL›;KAYSER›_SARIZ;8320975294
ADANA_SA›MBEYL›;KAHRAMANMARAﬁ_G÷KSUN;9036716539
ADANA_SA›MBEYL›;ADANA_›MAMO–LU;1062577242
ADANA_SA›MBEYL›;KAYSER›_DEVEL›;1110136327
ADANA_SA›MBEYL›;KAYSER›_TOMARZA;1126133335
ADANA_SA›MBEYL›;KAYSER›_PINARBAﬁI;1133457645
ADANA_SA›MBEYL›;OSMAN›YE_KAD›RL›;1193496082
ADANA_SARI«AM;ADANA_MERKEZ;1025091947
ADANA_SARI«AM;ADANA_SEYHAN;1163573813
ADANA_SARI«AM;ADANA_Y‹RE–›R;1207766121
ADANA_SARI«AM;ADANA_«UKUROVA;1584291512
ADANA_SARI«AM;ADANA_›MAMO–LU;36180095
ADANA_SARI«AM;ADANA_CEYHAN;4634769513
ADANA_SARI«AM;MERS›N_TARSUS;5222117042
ADANA_SARI«AM;ADANA_KARATAﬁ;5907302659
ADANA_SARI«AM;ADANA_KARA›SALI;6157892112
ADANA_SARI«AM;ADANA_KOZAN;6318203828
ADANA_SEYHAN;ADANA_MERKEZ;138481866
ADANA_SEYHAN;ADANA_Y‹RE–›R;307128961
ADANA_SEYHAN;ADANA_«UKUROVA;4207177
ADANA_SEYHAN;ADANA_SARI«AM;1163573813
ADANA_SEYHAN;MERS›N_TARSUS;4058543229
ADANA_SEYHAN;ADANA_›MAMO–LU;4781583313
ADANA_SEYHAN;ADANA_CEYHAN;4977399426
ADANA_SEYHAN;ADANA_KARA›SALI;4994318299
ADANA_SEYHAN;ADANA_KARATAﬁ;5006665499
ADANA_SEYHAN;MERS›N_AKDEN›Z;6675231595
ADANA_TUFANBEYL›;ADANA_SA›MBEYL›;3844893869
ADANA_TUFANBEYL›;KAYSER›_SARIZ;5353299733
ADANA_TUFANBEYL›;KAHRAMANMARAﬁ_G÷KSUN;6069040978
ADANA_TUFANBEYL›;ADANA_FEKE;7179337411
ADANA_TUFANBEYL›;KAYSER›_TOMARZA;7416439485
ADANA_TUFANBEYL›;KAYSER›_PINARBAﬁI;8366900889
ADANA_TUFANBEYL›;KAYSER›_DEVEL›;1117842693
ADANA_TUFANBEYL›;KAHRAMANMARAﬁ_AFﬁ›N;1137971701
ADANA_TUFANBEYL›;ADANA_KOZAN;1177047196
ADANA_TUFANBEYL›;KAHRAMANMARAﬁ_ANDIRIN;1209777445
ADANA_YUMURTALIK;ADANA_CEYHAN;3111024936
ADANA_YUMURTALIK;OSMAN›YE_TOPRAKKALE;6287409957
ADANA_YUMURTALIK;HATAY_D÷RTYOL;6823665527
ADANA_YUMURTALIK;ADANA_›MAMO–LU;689394856
ADANA_YUMURTALIK;OSMAN›YE_MERKEZ;7247222575
ADANA_YUMURTALIK;HATAY_PAYAS;7649521875
ADANA_YUMURTALIK;ADANA_SARI«AM;7745794449
ADANA_YUMURTALIK;ADANA_MERKEZ;7963969576
ADANA_YUMURTALIK;HATAY_ERZ›N;8082618518
ADANA_YUMURTALIK;ADANA_SEYHAN;8088424363
ADANA_Y‹RE–›R;ADANA_MERKEZ;182674174
ADANA_Y‹RE–›R;ADANA_SEYHAN;307128961
ADANA_Y‹RE–›R;ADANA_«UKUROVA;72784666
ADANA_Y‹RE–›R;ADANA_SARI«AM;1207766121
ADANA_Y‹RE–›R;MERS›N_TARSUS;436567219
ADANA_Y‹RE–›R;ADANA_KARATAﬁ;4699536538
ADANA_Y‹RE–›R;ADANA_›MAMO–LU;4825775621
ADANA_Y‹RE–›R;ADANA_CEYHAN;5021591735
ADANA_Y‹RE–›R;ADANA_KARA›SALI;530144726
ADANA_Y‹RE–›R;MERS›N_AKDEN›Z;6982360555
ADIYAMAN_BESN›;ADIYAMAN_G÷LBAﬁI;2523495017
ADIYAMAN_BESN›;ADIYAMAN_TUT;3243159536
ADIYAMAN_BESN›;GAZ›ANTEP_ARABAN;4458721166
ADIYAMAN_BESN›;ADIYAMAN_MERKEZ;4522455539
ADIYAMAN_BESN›;GAZ›ANTEP_YAVUZEL›;7039750401
ADIYAMAN_BESN›;KAHRAMANMARAﬁ_PAZARCIK;7620004109
ADIYAMAN_BESN›;KAHRAMANMARAﬁ_NURHAK;7803738877
ADIYAMAN_BESN›;KAHRAMANMARAﬁ_«A–LAYANCER›T;7815764515
ADIYAMAN_BESN›;ADIYAMAN_KAHTA;7946293621
ADIYAMAN_BESN›;ﬁANLIURFA_BOZOVA;9110913346
ADIYAMAN_«EL›KHAN;MALATYA_YEﬁ›LYURT;3831883784
ADIYAMAN_«EL›KHAN;MALATYA_DO–ANﬁEH›R;4551067319
ADIYAMAN_«EL›KHAN;MALATYA_MERKEZ;5290815826
ADIYAMAN_«EL›KHAN;ADIYAMAN_MERKEZ;5578112749
ADIYAMAN_«EL›KHAN;MALATYA_BATTALGAZ›;5656977347
ADIYAMAN_«EL›KHAN;MALATYA_AK«ADA–;7084737733
ADIYAMAN_«EL›KHAN;ADIYAMAN_G÷LBAﬁI;7470464767
ADIYAMAN_«EL›KHAN;MALATYA_YAZIHAN;7709725636
ADIYAMAN_«EL›KHAN;ADIYAMAN_KAHTA;8989038213
ADIYAMAN_«EL›KHAN;MALATYA_KALE;9445978265
ADIYAMAN_GERGER;ADIYAMAN_KAHTA;6852973972
ADIYAMAN_GERGER;ADIYAMAN_S›NC›K;8479412166
ADIYAMAN_GERGER;ADIYAMAN_SAMSAT;9796323721
ADIYAMAN_GERGER;ﬁANLIURFA_S›VEREK;9907183007
ADIYAMAN_GERGER;ADIYAMAN_MERKEZ;1010281205
ADIYAMAN_GERGER;ﬁANLIURFA_H›LVAN;1363008719
ADIYAMAN_GERGER;ADIYAMAN_BESN›;1462526759
ADIYAMAN_GERGER;D›YARBAKIR_«ERM›K;1535523131
ADIYAMAN_GERGER;ADIYAMAN_«EL›KHAN;1566801219
ADIYAMAN_GERGER;MALATYA_MERKEZ;1571714065
ADIYAMAN_G÷LBAﬁI;ADIYAMAN_BESN›;2523495017
ADIYAMAN_G÷LBAﬁI;ADIYAMAN_TUT;3132974826
ADIYAMAN_G÷LBAﬁI;KAHRAMANMARAﬁ_PAZARCIK;5096509092
ADIYAMAN_G÷LBAﬁI;KAHRAMANMARAﬁ_«A–LAYANCER›T;5292269498
ADIYAMAN_G÷LBAﬁI;KAHRAMANMARAﬁ_NURHAK;5311966812
ADIYAMAN_G÷LBAﬁI;ADIYAMAN_MERKEZ;6318405167
ADIYAMAN_G÷LBAﬁI;MALATYA_DO–ANﬁEH›R;6920584464
ADIYAMAN_G÷LBAﬁI;GAZ›ANTEP_ARABAN;7463839955
ADIYAMAN_G÷LBAﬁI;ADIYAMAN_«EL›KHAN;7470464767
ADIYAMAN_G÷LBAﬁI;GAZ›ANTEP_YAVUZEL›;9007296033
ADIYAMAN_KAHTA;ADIYAMAN_SAMSAT;311734975
ADIYAMAN_KAHTA;ADIYAMAN_S›NC›K;3366380732
ADIYAMAN_KAHTA;ADIYAMAN_MERKEZ;3423838082
ADIYAMAN_KAHTA;ADIYAMAN_GERGER;6852973972
ADIYAMAN_KAHTA;ADIYAMAN_BESN›;7946293621
ADIYAMAN_KAHTA;ADIYAMAN_«EL›KHAN;8989038213
ADIYAMAN_KAHTA;ﬁANLIURFA_S›VEREK;89913272
ADIYAMAN_KAHTA;ADIYAMAN_TUT;9239268423
ADIYAMAN_KAHTA;ADIYAMAN_G÷LBAﬁI;9742243249
ADIYAMAN_KAHTA;MALATYA_MERKEZ;1060410922
ADIYAMAN_MERKEZ;ADIYAMAN_KAHTA;3423838082
ADIYAMAN_MERKEZ;ADIYAMAN_BESN›;4522455539
ADIYAMAN_MERKEZ;ADIYAMAN_SAMSAT;4668549946
ADIYAMAN_MERKEZ;ADIYAMAN_«EL›KHAN;5578112749
ADIYAMAN_MERKEZ;ADIYAMAN_TUT;581543034
ADIYAMAN_MERKEZ;ADIYAMAN_G÷LBAﬁI;6318405167
ADIYAMAN_MERKEZ;ADIYAMAN_S›NC›K;6616218815
ADIYAMAN_MERKEZ;ﬁANLIURFA_BOZOVA;7401141853
ADIYAMAN_MERKEZ;GAZ›ANTEP_ARABAN;8756856432
ADIYAMAN_MERKEZ;MALATYA_YEﬁ›LYURT;9409996533
ADIYAMAN_SAMSAT;ADIYAMAN_KAHTA;311734975
ADIYAMAN_SAMSAT;ADIYAMAN_MERKEZ;4668549946
ADIYAMAN_SAMSAT;ADIYAMAN_S›NC›K;6309730482
ADIYAMAN_SAMSAT;ADIYAMAN_BESN›;9191005485
ADIYAMAN_SAMSAT;ADIYAMAN_GERGER;9796323721
ADIYAMAN_SAMSAT;ADIYAMAN_«EL›KHAN;1023375008
ADIYAMAN_SAMSAT;ADIYAMAN_TUT;1048398029
ADIYAMAN_SAMSAT;ADIYAMAN_G÷LBAﬁI;1098695511
ADIYAMAN_SAMSAT;ﬁANLIURFA_S›VEREK;1193467695
ADIYAMAN_SAMSAT;ﬁANLIURFA_BOZOVA;120696918
ADIYAMAN_S›NC›K;ADIYAMAN_KAHTA;3366380732
ADIYAMAN_S›NC›K;ADIYAMAN_SAMSAT;6309730482
ADIYAMAN_S›NC›K;ADIYAMAN_MERKEZ;6616218815
ADIYAMAN_S›NC›K;MALATYA_MERKEZ;7237728486
ADIYAMAN_S›NC›K;MALATYA_BATTALGAZ›;7619107678
ADIYAMAN_S›NC›K;ADIYAMAN_GERGER;8479412166
ADIYAMAN_S›NC›K;MALATYA_YEﬁ›LYURT;8696660528
ADIYAMAN_S›NC›K;MALATYA_KALE;9238615027
ADIYAMAN_S›NC›K;ﬁANLIURFA_S›VEREK;1061776539
ADIYAMAN_S›NC›K;MALATYA_AK«ADA–;1085059493
ADIYAMAN_TUT;ADIYAMAN_G÷LBAﬁI;3132974826
ADIYAMAN_TUT;ADIYAMAN_BESN›;3243159536
ADIYAMAN_TUT;ADIYAMAN_MERKEZ;581543034
ADIYAMAN_TUT;GAZ›ANTEP_ARABAN;7723479521
ADIYAMAN_TUT;KAHRAMANMARAﬁ_PAZARCIK;8229483918
ADIYAMAN_TUT;KAHRAMANMARAﬁ_NURHAK;8413218687
ADIYAMAN_TUT;KAHRAMANMARAﬁ_«A–LAYANCER›T;8425244324
ADIYAMAN_TUT;ADIYAMAN_KAHTA;9239268423
ADIYAMAN_TUT;MALATYA_DO–ANﬁEH›R;1002183634
ADIYAMAN_TUT;GAZ›ANTEP_YAVUZEL›;1030450876
AFYONKARAH›SAR_BAﬁMAK«I;AFYONKARAH›SAR_DAZKIRI;1365161812
AFYONKARAH›SAR_BAﬁMAK«I;AFYONKARAH›SAR_D›NAR;2242454342
AFYONKARAH›SAR_BAﬁMAK«I;AFYONKARAH›SAR_EVC›LER;3249303015
AFYONKARAH›SAR_BAﬁMAK«I;DEN›ZL›_«ARDAK;3556310343
AFYONKARAH›SAR_BAﬁMAK«I;DEN›ZL›_BOZKURT;4119920094
AFYONKARAH›SAR_BAﬁMAK«I;ISPARTA_KE«›BORLU;4815710108
AFYONKARAH›SAR_BAﬁMAK«I;AFYONKARAH›SAR_KIZIL÷REN;4901813069
AFYONKARAH›SAR_BAﬁMAK«I;ISPARTA_G÷NEN;6570683652
AFYONKARAH›SAR_BAﬁMAK«I;AFYONKARAH›SAR_SANDIKLI;7083735462
AFYONKARAH›SAR_BAﬁMAK«I;ISPARTA_ULUBORLU;7168050455
AFYONKARAH›SAR_BAYAT;AFYONKARAH›SAR_›SCEH›SAR;235313022
AFYONKARAH›SAR_BAYAT;AFYONKARAH›SAR_EM›RDA–;2541561266
AFYONKARAH›SAR_BAYAT;AFYONKARAH›SAR_MERKEZ;4351641052
AFYONKARAH›SAR_BAYAT;ESK›ﬁEH›R_«›FTELER;5859453559
AFYONKARAH›SAR_BAYAT;AFYONKARAH›SAR_BOLVAD›N;5950573356
AFYONKARAH›SAR_BAYAT;AFYONKARAH›SAR_«OBANLAR;6832493844
AFYONKARAH›SAR_BAYAT;ESK›ﬁEH›R_MAHMUD›YE;7210644449
AFYONKARAH›SAR_BAYAT;AFYONKARAH›SAR_ﬁUHUT;7212000858
AFYONKARAH›SAR_BAYAT;AFYONKARAH›SAR_«AY;7303041157
AFYONKARAH›SAR_BAYAT;ESK›ﬁEH›R_S›VR›H›SAR;7482053406
AFYONKARAH›SAR_BOLVAD›N;AFYONKARAH›SAR_«AY;1352467802
AFYONKARAH›SAR_BOLVAD›N;AFYONKARAH›SAR_«OBANLAR;2526843349
AFYONKARAH›SAR_BOLVAD›N;AFYONKARAH›SAR_SULTANDA–I;3352957533
AFYONKARAH›SAR_BOLVAD›N;AFYONKARAH›SAR_EM›RDA–;4107861476
AFYONKARAH›SAR_BOLVAD›N;AFYONKARAH›SAR_MERKEZ;5247157595
AFYONKARAH›SAR_BOLVAD›N;AFYONKARAH›SAR_BAYAT;5950573356
AFYONKARAH›SAR_BOLVAD›N;KONYA_AKﬁEH›R;6208529896
AFYONKARAH›SAR_BOLVAD›N;AFYONKARAH›SAR_›SCEH›SAR;7006206974
AFYONKARAH›SAR_BOLVAD›N;AFYONKARAH›SAR_ﬁUHUT;7018991194
AFYONKARAH›SAR_BOLVAD›N;ESK›ﬁEH›R_«›FTELER;8255264433
AFYONKARAH›SAR_«AY;AFYONKARAH›SAR_BOLVAD›N;1352467802
AFYONKARAH›SAR_«AY;AFYONKARAH›SAR_SULTANDA–I;2000489731
AFYONKARAH›SAR_«AY;AFYONKARAH›SAR_«OBANLAR;3049735675
AFYONKARAH›SAR_«AY;KONYA_AKﬁEH›R;4856062094
AFYONKARAH›SAR_«AY;AFYONKARAH›SAR_MERKEZ;5059828547
AFYONKARAH›SAR_«AY;AFYONKARAH›SAR_EM›RDA–;5460329278
AFYONKARAH›SAR_«AY;AFYONKARAH›SAR_›SCEH›SAR;6818877926
AFYONKARAH›SAR_«AY;AFYONKARAH›SAR_ﬁUHUT;6831662146
AFYONKARAH›SAR_«AY;AFYONKARAH›SAR_BAYAT;7303041157
AFYONKARAH›SAR_«AY;KONYA_TUZLUK«U;7511754555
AFYONKARAH›SAR_«OBANLAR;AFYONKARAH›SAR_BOLVAD›N;2526843349
AFYONKARAH›SAR_«OBANLAR;AFYONKARAH›SAR_MERKEZ;2720314246
AFYONKARAH›SAR_«OBANLAR;AFYONKARAH›SAR_«AY;3049735675
AFYONKARAH›SAR_«OBANLAR;AFYONKARAH›SAR_›SCEH›SAR;4479363624
AFYONKARAH›SAR_«OBANLAR;AFYONKARAH›SAR_ﬁUHUT;4492147844
AFYONKARAH›SAR_«OBANLAR;AFYONKARAH›SAR_SULTANDA–I;5050225406
AFYONKARAH›SAR_«OBANLAR;AFYONKARAH›SAR_S›NANPAﬁA;6219087439
AFYONKARAH›SAR_«OBANLAR;AFYONKARAH›SAR_›HSAN›YE;6330897838
AFYONKARAH›SAR_«OBANLAR;AFYONKARAH›SAR_EM›RDA–;6634704825
AFYONKARAH›SAR_«OBANLAR;AFYONKARAH›SAR_BAYAT;6832493844
AFYONKARAH›SAR_DAZKIRI;AFYONKARAH›SAR_BAﬁMAK«I;1365161812
AFYONKARAH›SAR_DAZKIRI;AFYONKARAH›SAR_EVC›LER;2055798106
AFYONKARAH›SAR_DAZKIRI;DEN›ZL›_«ARDAK;2191148531
AFYONKARAH›SAR_DAZKIRI;DEN›ZL›_BOZKURT;2754758282
AFYONKARAH›SAR_DAZKIRI;AFYONKARAH›SAR_D›NAR;3222076332
AFYONKARAH›SAR_DAZKIRI;ISPARTA_KE«›BORLU;5795332098
AFYONKARAH›SAR_DAZKIRI;AFYONKARAH›SAR_KIZIL÷REN;588143506
AFYONKARAH›SAR_DAZKIRI;DEN›ZL›_HONAZ;7126004001
AFYONKARAH›SAR_DAZKIRI;DEN›ZL›_BAKLAN;7270261799
AFYONKARAH›SAR_DAZKIRI;ISPARTA_G÷NEN;7550305642
AFYONKARAH›SAR_D›NAR;AFYONKARAH›SAR_BAﬁMAK«I;2242454342
AFYONKARAH›SAR_D›NAR;AFYONKARAH›SAR_EVC›LER;2604278226
AFYONKARAH›SAR_D›NAR;AFYONKARAH›SAR_KIZIL÷REN;2659358727
AFYONKARAH›SAR_D›NAR;ISPARTA_KE«›BORLU;2707968792
AFYONKARAH›SAR_D›NAR;AFYONKARAH›SAR_DAZKIRI;3222076332
AFYONKARAH›SAR_D›NAR;ISPARTA_G÷NEN;4462942335
AFYONKARAH›SAR_D›NAR;AFYONKARAH›SAR_SANDIKLI;484128112
AFYONKARAH›SAR_D›NAR;ISPARTA_ULUBORLU;4925596112
AFYONKARAH›SAR_D›NAR;DEN›ZL›_«ARDAK;5413224864
AFYONKARAH›SAR_D›NAR;ISPARTA_ATABEY;574360412
AFYONKARAH›SAR_EM›RDA–;AFYONKARAH›SAR_BAYAT;2541561266
AFYONKARAH›SAR_EM›RDA–;AFYONKARAH›SAR_BOLVAD›N;4107861476
AFYONKARAH›SAR_EM›RDA–;ESK›ﬁEH›R_«›FTELER;4463865871
AFYONKARAH›SAR_EM›RDA–;AFYONKARAH›SAR_›SCEH›SAR;4894691486
AFYONKARAH›SAR_EM›RDA–;AFYONKARAH›SAR_«AY;5460329278
AFYONKARAH›SAR_EM›RDA–;ESK›ﬁEH›R_MAHMUD›YE;5815056761
AFYONKARAH›SAR_EM›RDA–;ESK›ﬁEH›R_S›VR›H›SAR;6086465718
AFYONKARAH›SAR_EM›RDA–;KONYA_YUNAK;6566264103
AFYONKARAH›SAR_EM›RDA–;AFYONKARAH›SAR_«OBANLAR;6634704825
AFYONKARAH›SAR_EM›RDA–;AFYONKARAH›SAR_MERKEZ;6893202318
AFYONKARAH›SAR_EVC›LER;AFYONKARAH›SAR_DAZKIRI;2055798106
AFYONKARAH›SAR_EVC›LER;AFYONKARAH›SAR_D›NAR;2604278226
AFYONKARAH›SAR_EVC›LER;AFYONKARAH›SAR_BAﬁMAK«I;3249303015
AFYONKARAH›SAR_EVC›LER;DEN›ZL›_«ARDAK;4246946638
AFYONKARAH›SAR_EVC›LER;DEN›ZL›_BOZKURT;4810556389
AFYONKARAH›SAR_EVC›LER;ISPARTA_KE«›BORLU;5177533992
AFYONKARAH›SAR_EVC›LER;AFYONKARAH›SAR_KIZIL÷REN;5263636953
AFYONKARAH›SAR_EVC›LER;ISPARTA_G÷NEN;6932507536
AFYONKARAH›SAR_EVC›LER;AFYONKARAH›SAR_SANDIKLI;7445559347
AFYONKARAH›SAR_EVC›LER;ISPARTA_ULUBORLU;7529874339
AFYONKARAH›SAR_HOCALAR;UﬁAK_BANAZ;3707780995
AFYONKARAH›SAR_HOCALAR;AFYONKARAH›SAR_SANDIKLI;4174968494
AFYONKARAH›SAR_HOCALAR;UﬁAK_MERKEZ;6306432618
AFYONKARAH›SAR_HOCALAR;K‹TAHYA_DUMLUPINAR;6319028169
AFYONKARAH›SAR_HOCALAR;AFYONKARAH›SAR_KIZIL÷REN;6653890915
AFYONKARAH›SAR_HOCALAR;UﬁAK_S›VASLI;6825349164
AFYONKARAH›SAR_HOCALAR;AFYONKARAH›SAR_ﬁUHUT;7500208413
AFYONKARAH›SAR_HOCALAR;AFYONKARAH›SAR_S›NANPAﬁA;836082582
AFYONKARAH›SAR_HOCALAR;AFYONKARAH›SAR_D›NAR;8692478789
AFYONKARAH›SAR_HOCALAR;DEN›ZL›_«›VR›L;9273961659
AFYONKARAH›SAR_›HSAN›YE;AFYONKARAH›SAR_MERKEZ;3610583593
AFYONKARAH›SAR_›HSAN›YE;AFYONKARAH›SAR_›SCEH›SAR;5609094424
AFYONKARAH›SAR_›HSAN›YE;AFYONKARAH›SAR_«OBANLAR;6330897838
AFYONKARAH›SAR_›HSAN›YE;AFYONKARAH›SAR_S›NANPAﬁA;6453757549
AFYONKARAH›SAR_›HSAN›YE;AFYONKARAH›SAR_ﬁUHUT;6710404852
AFYONKARAH›SAR_›HSAN›YE;AFYONKARAH›SAR_BAYAT;7962224644
AFYONKARAH›SAR_›HSAN›YE;ESK›ﬁEH›R_SEY›TGAZ›;8598542079
AFYONKARAH›SAR_›HSAN›YE;AFYONKARAH›SAR_«AY;867041214
AFYONKARAH›SAR_›HSAN›YE;K‹TAHYA_DUMLUPINAR;8760706097
AFYONKARAH›SAR_›HSAN›YE;AFYONKARAH›SAR_BOLVAD›N;8857741187
AFYONKARAH›SAR_›SCEH›SAR;AFYONKARAH›SAR_MERKEZ;1998510832
AFYONKARAH›SAR_›SCEH›SAR;AFYONKARAH›SAR_BAYAT;235313022
AFYONKARAH›SAR_›SCEH›SAR;AFYONKARAH›SAR_«OBANLAR;4479363624
AFYONKARAH›SAR_›SCEH›SAR;AFYONKARAH›SAR_ﬁUHUT;4858870638
AFYONKARAH›SAR_›SCEH›SAR;AFYONKARAH›SAR_EM›RDA–;4894691486
AFYONKARAH›SAR_›SCEH›SAR;AFYONKARAH›SAR_S›NANPAﬁA;5497284026
AFYONKARAH›SAR_›SCEH›SAR;AFYONKARAH›SAR_›HSAN›YE;5609094424
AFYONKARAH›SAR_›SCEH›SAR;AFYONKARAH›SAR_«AY;6818877926
AFYONKARAH›SAR_›SCEH›SAR;AFYONKARAH›SAR_BOLVAD›N;7006206974
AFYONKARAH›SAR_›SCEH›SAR;K‹TAHYA_DUMLUPINAR;7804232574
AFYONKARAH›SAR_KIZIL÷REN;AFYONKARAH›SAR_D›NAR;2659358727
AFYONKARAH›SAR_KIZIL÷REN;AFYONKARAH›SAR_SANDIKLI;2802693246
AFYONKARAH›SAR_KIZIL÷REN;ISPARTA_KE«›BORLU;4398016591
